,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,epoch7_wr_min,epoch7_wr_max,epoch8_wr_min,epoch8_wr_max,epoch9_wr_min,epoch9_wr_max,epoch10_wr_min,epoch10_wr_max,epoch11_wr_min,epoch11_wr_max,epoch12_wr_min,epoch12_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,epoch7_tmin,epoch7_tmax,epoch8_tmin,epoch8_tmax,epoch9_tmin,epoch9_tmax,epoch10_tmin,epoch10_tmax,epoch11_tmin,epoch11_tmax,epoch12_tmin,epoch12_tmax,max_fin_dura,total_io_time
30,carp-suite,2,256,12,750000,2048,4099999,8700000,4200000,11800000,4600000,10700000,4900000,11000000,3900000,9300000,4099999,8500000,5800000,9300000,4700000,9000000,5500000,8700000,6100000,9100000,5600000,10100000,4900000,9700000,0.05,0,32708.0,32847.0,62796.0,62999.0,81630.0,81838.0,80032.0,80168.0,79033.0,79147.0,81115.0,81308.0,74722.0,74931.0,74965.0,75113.0,78698.0,78840.0,79658.0,79758.0,74052.0,74217.0,83191.0,83383.0,25717.012,910265.9
31,carp-suite,1,16,12,1000000,2048,4300000,8800000,4600000,8400000,5200000,8300000,4400000,8700000,5100000,8199999,4700000,8500000,4400000,8700000,4700000,8700000,4700000,8500000,5300000,8400000,4700000,8600000,5500000,8199999,0.076,0,17394.0,17401.0,25264.0,25336.0,25230.0,25302.0,26450.0,26474.0,26242.0,26263.0,27266.0,27284.0,28082.0,28092.0,27776.0,27786.0,27823.0,27834.0,27310.0,27322.0,27556.0,27575.0,27058.0,27120.0,131.08700000000002,313918.422
32,carp-suite,3,128,12,750000,1024,4700000,9300000,4700000,9200000,4300000,8900000,4300000,9700000,4300000,9200000,5100000,8800000,4400000,8700000,5000000,9200000,4700000,8199999,4700000,8900000,5600000,9300000,3600000,8900000,0.067,0,44005.0,44154.0,55973.0,56073.0,56379.0,56499.0,63429.0,63544.0,53168.0,53243.0,57629.0,57679.0,56884.0,56991.0,58776.0,58902.0,57085.0,57248.0,53866.0,54011.0,59792.0,59886.0,57547.0,57671.0,260.73,676161.8180000001
33,carp-suite,2,256,12,750000,1024,4099999,12500000,5300000,9600000,5000000,9500000,4200000,9000000,4300000,9200000,4600000,9100000,4300000,8900000,4300000,8500000,4200000,10600000,5100000,8700000,4200000,8900000,3900000,8800000,0.044,0,39680.0,41621.0,52741.0,54754.0,62940.0,63125.0,79388.0,79520.0,80663.0,82499.0,78825.0,81118.0,71101.0,71828.0,64727.99999999999,64973.0,73861.0,74055.0,83768.0,83885.0,74315.0,74430.0,69117.0,69268.0,5307.13,846382.331
34,carp-suite,1,32,12,1000000,2048,6300000,8000000,6300000,7800000,6200000,7900000,6200000,7900000,6200000,7800000,6200000,7600000,6100000,8300000,6200000,7600000,6100000,7900000,6200000,7800000,6200000,8400000,6100000,7500000,0.047,0,98901.0,98945.0,117138.0,117183.0,115534.0,115598.0,113072.0,113094.0,123470.0,123505.0,117408.0,117468.0,119635.0,119647.0,119564.0,119604.0,117473.0,117609.0,119148.0,119256.0,120259.0,120297.0,126749.0,126810.0,95.91199999999999,1409110.0389999999
35,carp-suite,3,32,12,1000000,1024,6200000,8300000,6200000,8000000,6100000,8100000,6200000,8199999,6200000,8100000,5900000,8900000,6200000,7900000,6200000,7700000,6200000,8300000,6200000,7900000,6300000,7500000,5800000,7900000,0.053,0,85165.0,85208.0,84600.0,84624.0,83096.0,83114.0,86214.0,86241.0,85630.0,85657.0,91697.0,91761.0,86108.0,86156.0,88075.0,88099.0,86663.0,86715.0,93959.0,94037.0,87359.0,87386.0,86590.0,86713.0,82.02199999999999,1045792.6159999999
36,carp-suite,2,16,12,1000000,2048,4500000,8800000,4900000,8500000,4900000,8900000,4900000,9000000,5300000,9000000,5000000,8800000,5200000,8600000,5200000,8400000,4900000,9000000,5000000,8900000,5200000,8400000,5000000,8800000,0.105,0,17733.0,17749.0,24825.0,24869.0,26383.0,26415.0,26904.0,26917.0,27723.0,27760.0,28095.0,28122.0,28019.0,28113.0,28126.0,28223.0,28512.0,28548.0,28717.0,28765.0,28263.0,28294.0,28470.0,28513.0,60.915,322350.804
37,carp-suite,1,16,12,750000,1024,5700000,8400000,6300000,7800000,6000000,8000000,6400000,7600000,5300000,8600000,6300000,7600000,4900000,9000000,4900000,8300000,5300000,8100000,5700000,7900000,4900000,8199999,4900000,8400000,0.097,0,16050.999999999998,16056.999999999998,18151.0,18166.0,17724.0,17748.0,17803.0,17819.0,18191.0,18209.0,17378.0,17403.0,18455.0,18509.0,20112.0,20218.0,20603.0,20694.0,21550.0,21568.0,21946.0,21971.0,21861.0,21903.0,59.537,230323.691
38,carp-suite,2,32,12,750000,2048,6300000,7900000,6200000,8100000,6200000,8199999,6200000,7900000,6200000,8000000,6200000,7900000,6200000,8000000,6100000,8100000,6300000,8100000,6200000,8100000,6200000,8199999,6200000,8199999,0.064,0,102325.0,102439.0,119801.0,119877.0,118114.0,118175.0,121876.0,121987.0,118641.0,118798.0,120391.0,120468.0,118136.0,118156.0,122974.0,123003.0,123044.0,123096.0,115954.0,115988.0,116169.0,116230.0,119796.0,119859.0,116.509,1418192.315
39,carp-suite,2,256,12,1000000,2048,5700000,12500000,4000000,11100000,3600000,9100000,4500000,11000000,4900000,9500000,4600000,9200000,4300000,10000000,5800000,9600000,4000000,9000000,4700000,8800000,4800000,10000000,4200000,8900000,0.081,0,29539.0,29652.0,61092.0,61954.0,72499.0,73295.0,70508.0,70721.0,92827.0,93008.0,80316.0,80430.0,73164.0,73302.0,61984.0,62168.0,83404.0,83605.0,67666.0,67855.0,86160.0,86329.0,58255.0,58430.0,15187.272,855936.148
