,runtype,run,nranks,epcnt,intvl,pvtcnt,epoch1_wr_min,epoch1_wr_max,epoch2_wr_min,epoch2_wr_max,epoch3_wr_min,epoch3_wr_max,epoch4_wr_min,epoch4_wr_max,epoch5_wr_min,epoch5_wr_max,epoch6_wr_min,epoch6_wr_max,load_std,wr_dropped,epoch1_tmin,epoch1_tmax,epoch2_tmin,epoch2_tmax,epoch3_tmin,epoch3_tmax,epoch4_tmin,epoch4_tmax,epoch5_tmin,epoch5_tmax,epoch6_tmin,epoch6_tmax,max_fin_dura,total_io_time
110,carp-suite-intraepoch-skipsort,11,128,6,1000000,2048,3800000,7100000,3800000.0,7100000.0,3800000.0,7100000.0,3800000.0,7100000.0,3800000.0,7100000.0,3800000.0,7100000.0,0.052,0,37070.0,37201.0,36931.0,37044.0,37268.0,37424.0,36822.0,36987.0,36558.0,36688.0,38172.0,38315.0,275.384,223933.158
111,carp-suite-intraepoch-skipsort,11,128,6,1000000,512,4099999,7200000,4099999.0,7200000.0,4099999.0,7200000.0,4099999.0,7200000.0,4099999.0,7200000.0,4099999.0,7200000.0,0.054,0,35300.0,35505.0,37919.0,38184.0,35889.0,36039.0,35866.0,36048.0,39465.0,39614.0,36459.0,37463.0,5018.561,227870.914
112,carp-suite-intraepoch-skipsort,11,512,1,750000,2048,247900,10200000,,,,,,,,,,,0.366,0,56917.0,59216.0,,,,,,,,,,,48452.727000000006,107668.83
113,carp-suite-intraepoch-skipsort,11,256,3,1000000,512,6200000,9000000,6200000.0,9000000.0,6200000.0,9000000.0,,,,,,,0.051,0,30453.0,30576.0,32951.0,33135.0,31598.0,31819.0,,,,,,,21737.475,117267.615
114,carp-suite-intraepoch-skipsort,1,1024,1,1000000,2048,180300,4099999,,,,,,,,,,,0.335,0,44013.0,62791.0,,,,,,,,,,,30211.954999999998,93002.81099999999
115,carp-suite-interepoch,11,128,6,1,2048,5600000,8000000,4900000.0,7600000.0,4600000.0,7500000.0,4099999.0,7200000.0,5400000.0,7800000.0,4300000.0,7400000.0,0.042,0,37386.0,37498.0,38520.0,38649.0,43223.0,43341.0,37679.0,37760.0,38054.0,38169.0,40704.0,40898.0,3503.063,239817.309
116,carp-suite-interepoch,11,256,3,3,2048,5900000,8900000,5900000.0,8900000.0,5900000.0,8900000.0,,,,,,,0.048,0,28564.0,28669.0,36877.0,38698.0,58406.0,60237.0,,,,,,,45807.805,173410.931
117,carp-suite-interepoch,1,1024,1,1,2048,185900,4099999,,,,,,,,,,,0.301,0,44224.0,61961.0,,,,,,,,,,,25795.418999999998,87756.788
118,carp-suite-interepoch,11,512,1,3,2048,207400,11400000,,,,,,,,,,,0.57,0,49043.0,49259.0,,,,,,,,,,,20957.913,70217.02500000001
119,carp-suite-interepoch,11,256,3,1,2048,4300000,7500000,5500000.0,8400000.0,4500000.0,8000000.0,,,,,,,0.045,0,30047.0,30171.0,35074.0,35323.0,33611.0,33910.0,,,,,,,42093.795999999995,141497.783
120,carp-suite-interepoch,1,256,3,1,2048,5500000,8500000,6200000.0,10800000.0,5900000.0,8800000.0,,,,,,,0.048,0,28505.0,28616.0,33829.0,34056.0,31008.0,31170.0,,,,,,,23438.576,117280.83200000001
121,carp-suite-interepoch,11,512,1,1,2048,263500,9500000,,,,,,,,,,,0.39,0,47859.0,48053.0,,,,,,,,,,,12497.546,60550.37
122,carp-suite-interepoch,1,1024,1,3,2048,215300,3900000,,,,,,,,,,,0.274,0,48691.0,63656.0,,,,,,,,,,,33035.255999999994,96691.458
123,carp-suite-interepoch,11,128,6,3,2048,5700000,8000000,5700000.0,8000000.0,5700000.0,8000000.0,4200000.0,7300000.0,4200000.0,7300000.0,4200000.0,7300000.0,0.041,0,38930.0,39035.0,37126.0,37263.0,39834.0,39953.0,38733.0,38929.0,37986.0,38139.0,38968.0,39111.0,252.131,232682.063
124,carp-suite-interepoch,1,512,1,3,2048,201300,11100000,,,,,,,,,,,0.558,0,61521.0,63876.0,,,,,,,,,,,16665.076,80541.493
125,carp-suite-interepoch,1,256,3,3,2048,5400000,8500000,5400000.0,8500000.0,5400000.0,8500000.0,,,,,,,0.047,0,30486.0,30642.0,29839.0,30002.0,31982.0,32182.000000000004,,,,,,,28255.599,121081.935
126,carp-suite-interepoch,1,128,6,1,2048,4000000,7400000,5000000.0,7700000.0,4700000.0,7700000.0,5000000.0,7600000.0,4800000.0,7600000.0,4500000.0,7600000.0,0.04,0,36328.0,36438.0,42303.0,42537.0,36042.0,36346.0,38017.0,38254.0,38462.0,41459.0,36376.0,39478.0,3068.2309999999998,237579.858
127,carp-suite-interepoch,1,128,6,3,2048,3400000,7300000,3400000.0,7300000.0,3400000.0,7300000.0,2900000.0,7300000.0,2900000.0,7300000.0,2900000.0,7300000.0,0.067,0,37514.0,37582.0,36140.0,36275.0,37305.0,37481.0,38987.0,39119.0,39275.0,39358.0,39169.0,39293.0,4184.183,233291.62099999998
128,carp-suite-interepoch,1,512,1,1,2048,159900,13500000,,,,,,,,,,,0.636,0,54376.0,54553.0,,,,,,,,,,,28335.657000000003,82889.134
